Address	Type	Rooms	Bathroom	CarSpots	Landsize	BuildingArea	YearBuilt
2/19 Kingsville St	flat	1	1.0	1.0	986.0		
2/35 Kingsville St	flat	1	1.0	1.0	0.0	38.0	1960.0
6/9 Gerald St	flat	1	1.0	1.0	0.0		
3a Irving Av	townhouse	4					
15 Margaretta Av	house	3					
1/495 Neerim Rd	townhouse	3	2.0	2.0	0.0	156.0	2002.0
25 Wahroongaa Rd	house	4	2.0	3.0	873.0	252.0	1940.0
2 Blythe St	house	3	1.0	2.0	751.0	142.0	1950.0
1/22 Gerald St	townhouse	4	3.0	2.0	286.0	160.0	1990.0
537 Neerim Rd	house	4	2.0	1.0	650.0		1935.0
11 Perth St	house	3	1.0	2.0	701.0		
3 Churchill Cl	townhouse	3	2.0	2.0	302.0	172.0	2000.0
84 Dalny Rd	townhouse	3	2.0	2.0	242.0		2005.0
9 Stewart St	house	3	1.0	1.0	274.0	107.0	1925.0
5/13 Toward St	townhouse	2	1.0	1.0	129.0		
9 Winston Wy	house	4					
2/11 Howe St	flat	2	1.0	1.0	161.0	89.0	1980.0
7 Thomson Av	house	3					
1d Bute St	flat	3	2.0	1.0	277.0	109.0	1975.0
38 Dalny Rd	house	3	1.0	2.0	595.0	130.0	1957.0
4 Ella St	house	4	2.0	2.0	502.0		
197 Murrumbeena Rd	house	4	2.0	2.0	749.0	206.0	1940.0
4/16 Rosella St	flat	2	1.0	2.0	275.0	94.0	1975.0
2/43 Kangaroo Rd	flat	2	1.0	1.0	0.0	86.0	
10/106 Murrumbeena Rd	flat	2					
15 Thaxted Rd	house	3	1.0	2.0	618.0	163.0	1960.0
1 Churchill Cl	house	4	2.0	2.0	330.0	187.0	2000.0
6/21 Adelaide St	house	2	1.0	1.0	697.0		1970.0
17 Howe St	house	3	2.0	2.0	834.0	168.0	1954.0
22/41 Murrumbeena Rd	flat	2	2.0	2.0	5289.0	72.0	2013.0
18 Spark St	house	3	1.0	6.0	612.0		
4/178 Murrumbeena Rd	townhouse	3	2.0	2.0	0.0		2009.0
12 Wahroongaa Rd	house	3	1.0	1.0	700.0		
21 Ardyne St	house	4	2.0	2.0	660.0	167.0	1920.0
3/34 Bute St	flat	1	1.0	1.0	0.0		
1/1222 Dandenong Rd	flat	2	1.0	1.0	0.0		
199 Poath Rd	house	2	1.0	2.0	313.0		
111/121 Murrumbeena Rd	flat	2					
50 Brett St	house	3	1.0	2.0	629.0	148.0	1970.0
4/167 Murrumbeena Rd	flat	1	1.0	1.0	0.0		
62 Murrumbeena Cr	house	6					
3/14 Wilson St	house	2	1.0	1.0	0.0		
28 Murrumbeena Cr	house	4					
14/24 Rosella St	flat	1	1.0	1.0	0.0	37.0	1966.0
6 Thomson Av	house	4					
22 Lydson St	house	3	2.0	2.0	627.0		
4/19 Rosella St	townhouse	3	2.0	2.0	0.0		2013.0
22 Brett St	house	5	2.0	2.0	683.0	223.0	1960.0
3/19 Howe St	flat	3	1.0	1.0	181.0	104.0	1975.0
1/178 Murrumbeena Rd	townhouse	2	2.0	2.0	1318.0		2008.0
313 Poath Rd	house	3	0.0	0.0	557.0		
32 Leura St	house	2	2.0	1.0	293.0	125.0	2004.0
116/41 Murrumbeena Rd	flat	2	2.0	1.0	5289.0	70.0	2013.0
19 Wahroongaa Rd	house	4	2.0	1.0	690.0		
1 Donal St	house	4	2.0	2.0	557.0	178.0	1955.0
3/59 Poath Rd	house	2	1.0	2.0	0.0		1991.0
2/15 Melbourne St	flat	2	1.0	1.0	102.0	92.0	1960.0
226 Murrumbeena Rd	house	3	1.0	1.0	554.0		
49 Dalny Rd	house	3	2.0	2.0	506.0	169.0	1950.0
2/190 Murrumbeena Rd	flat	1	1.0	1.0	0.0	44.0	
47A Rosella St	townhouse	4	3.0	2.0	297.0		
22 Victory St	house	3	2.0	2.0	553.0	138.0	1960.0
26 Innellan Rd	house	3	1.0	2.0	735.0		
14 Kinlock Av	house	3					
525a Neerim Rd	house	4	2.0	2.0	990.0	267.0	2003.0
1/23 Rosella St	house	3					
56b Wallace Av	townhouse	4					
8/145 Murrumbeena Rd	flat	2	1.0	1.0	0.0		1970.0
12 Omama Rd	house	4	1.0	1.0	560.0		
17 Perth St	house	3	2.0	1.0	524.0		
4 Sydney St	house	4	1.0	1.0	556.0	210.0	1900.0
4/1 Howe St	townhouse	2	1.0	1.0	186.0	110.0	1980.0
3 Short St	house	3	1.0	1.0	345.0		1940.0
208 Booran Rd	house	3	2.0	2.0	650.0	150.0	1950.0
28A Cadby Av	house	3					
17 Murray Rd	house	4	1.0	2.0	903.0	235.0	1985.0
37 Thompson St	house	4	2.0	2.0	705.0	226.0	1922.0
21 Tyrone St	house	2	1.0	1.0	719.0		
11/18 Ulupna Rd	flat	1					
7/30 Walsh St	flat	1	1.0	1.0	0.0	36.0	1960.0
3/10 Ormond Rd	flat	1	1.0	1.0	0.0		
4 Thompson St	house	3	1.0	1.0	703.0		
1/316 Tucker Rd	house	2	1.0	1.0	250.0		
2/498 North Rd	flat	2					
9 Queen St	house	4	1.0	1.0	805.0	808.0	1925.0
1 Bethell St	house	3	2.0	2.0	378.0		1924.0
15 Tyrone St	house	4	2.0	1.0	678.0	162.0	1920.0
2/27 Wheeler St	flat	3	1.0	1.0	265.0	91.0	1990.0
27 Bewdley St	house	4	2.0	2.0	702.0		1929.0
22 Oakleigh Cr	house	2					
32a Bewdley St	house	2	1.0	1.0	516.0		
13 Stewart St	house	2	1.0	1.0	690.0		1930.0
14/21 Lillimur Rd	flat	2	1.0	1.0	0.0		
9 Ruby St	house	5	3.0	4.0	464.0		
44 Thompson St	townhouse	3	2.0	2.0	326.0	188.0	2000.0
1 Malane St	house	3	1.0	2.0	342.0	125.0	1925.0
2/31 Malane St	flat	2	1.0	1.0	0.0		
1/15 Murray Rd	house	5					
35b Murray Rd	townhouse	4					
6 Ocean St	house	4	2.0	2.0	509.0	508.0	1950.0
7/4 Holloway St	flat	1	1.0	1.0	0.0		1975.0
6 Dunlop Av	house	3					
3/25 Holloway St	flat	3	2.0	3.0	0.0	93.0	1970.0
2/43 Ulupna Rd	house	2	1.0	1.0	210.0	90.0	1996.0
16 Wallen Rd	house	3	1.0	1.0	551.0	156.0	1940.0
3a Fraser St	house	2	1.0	1.0	0.0		2002.0
616 North Rd	house	2	1.0	2.0	300.0		
2/3 Coane St	flat	3	2.0	2.0	379.0		
58 Draper St	house	4	3.0	1.0	718.0	189.0	1939.0
16 Sherwood St	house	3	1.0	2.0	578.0	140.0	1935.0
21 Stewart St	house	4	2.0	2.0	691.0	193.0	1935.0
3/16 Wheeler St	flat	3	2.0	1.0	180.0	92.0	1997.0
245 Grange Rd	house	4	2.0	2.0	862.0	153.0	1970.0
4/4 Ormond Rd	flat	1	1.0	1.0	0.0		1970.0
1/11 Stewart St	house	3	1.0	2.0	314.0	99.0	1925.0
13 Parker St	house	4	2.0	2.0	666.0	158.0	1937.0
2 Stewart St	house	3	1.0	1.0	397.0	124.0	1940.0
20 Howard Av	house	3					
9/30 Lillimur Rd	flat	2	1.0	1.0	2024.0	62.0	2005.0
428 North Rd	house	4	2.0	3.0	672.0		
6/13 Ulupna Rd	flat	1	1.0	1.0	0.0	36.0	1970.0
11a Bewdley St	townhouse	4					
17 Fraser St	house	4	2.0	2.0	640.0	643.0	
2/2 Nicholls Rd	townhouse	4	2.0	2.0	433.0	215.0	2000.0
48 Stewart St	house	4	2.0	2.0	668.0		1980.0
1/75 Lillimur Rd	flat	2	1.0	1.0	0.0	52.0	2011.0
4/50 Glen Orme Av	townhouse	2					
1/25 Murray Rd	flat	3	2.0	1.0	238.0	127.0	1998.0
14/36 Lillimur Rd	flat	1	1.0	1.0	0.0	33.0	1970.0
2/26 Wicklow St	flat	3	2.0	1.0	382.0	137.0	1998.0
1 Blackshaw St	house	2	1.0	2.0	595.0		
2 Logan Av	house	4					
1 Carcoola Ct	house	3	2.0	2.0	0.0	163.0	1980.0
55 Carlyon St	house	2	1.0	1.0	533.0		
5/11 Ormond Rd	flat	2	1.0	1.0	0.0	69.0	1970.0
1/280 Grange Rd	townhouse	4					
10/21 Lillimur Rd	flat	1	1.0	1.0	0.0	44.0	2010.0
3/11 Ormond Rd	flat	2	1.0	1.0	0.0	65.0	1970.0
5/254 Booran Rd	townhouse	4	2.0	2.0	144.0		2006.0
41 Queen St	house	3	2.0	2.0	692.0		
7/21 Lillimur Rd	flat	1	1.0	1.0	0.0		
2 Wimmera St	house	2	1.0	2.0	452.0	105.0	1930.0
2/35 Leila Rd	flat	2	1.0	1.0	94.0	91.0	1970.0
1/24 Lillimur Rd	flat	2	1.0	1.0	0.0	92.0	
19 Anthony St	house	4	2.0	2.0	647.0		
3/302 Grange Rd	flat	2	1.0	1.0	0.0	68.0	1970.0
82 Hall St	house	5	5.0	4.0	747.0	362.0	1925.0
5/30 Lillimur Rd	flat	2	1.0	1.0	0.0		2005.0
3/589 Barkly St	flat	1					
1 Buxton St	house	3	1.0	1.0	533.0		
22 Clarendon Pde	house	6	3.0	2.0	554.0	199.0	1940.0
140 Essex St	house	2	1.0	1.0	444.0	98.0	1940.0
7 Robbs Rd	house	3	1.0	2.0	365.0		
3/12 Rondell Av	flat	2					
20 Wellington St	house	3	1.0	2.0	601.0		
742 Barkly St	house	3	1.0	6.0	970.0		1955.0
81 Clive St	house	5	4.0	2.0	548.0	145.0	1945.0
29 Devonshire St	house	4	1.0	1.0	255.0	131.0	1920.0
12/119 Essex St	flat	2					
15 Glamis Rd	house	2	1.0	3.0	385.0		
90 Pitt St	house	4	2.0	3.0	390.0	149.0	1950.0
38 Wellington St	house	3	1.0	1.0	361.0		
86 Ashley St	house	4	2.0	2.0	497.0	179.0	1980.0
3/19 Beaumont Pde	house	2	1.0	1.0	0.0	60.0	
1/12 Hatfield Ct	flat	6	2.0	1.0	0.0	171.0	1970.0
5/165 Sunshine Rd	flat	2					
2/705 Barkly St	flat	3	1.0	1.0	0.0	56.0	1965.0
4 Rupert St	house	4	2.0	2.0	0.0		
12/32 Argyle St	house	2	1.0	2.0	0.0	75.0	1970.0
744 Barkly St	house	4	1.0	5.0	797.0	153.0	1950.0
7 Elphinstone St	house	3	2.0	2.0	442.0		
2/10 Hatfield Ct	house	2	1.0	1.0	92.0		1970.0
18/24 Dongola Rd	townhouse	2	1.0	1.0	144.0		
5/28 Hampton Pde	house	2	1.0	1.0	80.0	64.0	1980.0
1/37 Hampton Pde	house	3	1.0	2.0	302.0	125.0	1938.0
67 Devonshire St	house	3	1.0	1.0	364.0	134.0	1945.0
12 Exhibition St	house	2	1.0	1.0	246.0	98.0	1920.0
45 Hansen St	house	3	1.0	2.0	347.0	113.0	1925.0
13 Soudan Rd	house	3	1.0	1.0	442.0	123.0	1950.0
8/21 Hampton Pde	flat	1	1.0	1.0	0.0	99.0	
205/172 Rupert St	flat	1	1.0	1.0	0.0		2013.0
12 Stonemark Ct	house	3	1.0	1.0	412.0	162.0	1980.0
12/624 Barkly St	flat	2	1.0	1.0	0.0		
11 Elphinstone St	house	3	1.0	3.0	440.0	131.0	1950.0
13/21 Waratah St	townhouse	2	1.0	1.0	102.0		2005.0
322 Geelong Rd	house	3	1.0	2.0	365.0		1920.0
12 Stanley St	house	3	1.0	1.0	353.0	360.0	1925.0
49 Napoleon St	house	3	1.0	4.0	596.0		
21 Park Av	house	3					
120 Cross St	house	4	1.0	3.0	511.0		
47 Fontein St	house	3	1.0	1.0	281.0	115.0	1950.0
1/9 Indwe St	townhouse	3	1.0	2.0	255.0	148.0	2001.0
21 Napoleon St	house	2	1.0	4.0	596.0		
20 Warleigh Rd	house	3	2.0	3.0	336.0	94.0	1910.0
2/746 Barkly St	townhouse	2	1.0	1.0	148.0		
7 Church St	house	3	1.0	2.0	434.0		
28 Khartoum St	house	4	1.0	2.0	426.0	144.0	1930.0
17 Napoleon St	house	3	1.0	2.0	448.0	137.0	1960.0
12 Richelieu St	house	4	1.0	1.0	378.0	140.0	1925.0
3/1 Carmichael St	townhouse	2	2.0	1.0	0.0		
2/30 Fontein St	flat	2	1.0	1.0	154.0	2.0	2005.0
37 Fontein St	house	3	1.0	3.0	464.0	117.0	1950.0
6 Fontein St	house	5	1.0	1.0	466.0		
9/28 Stanhope St	flat	2					
39 Blandford St	house	3	1.0	4.0	495.0		
8 Dongola Rd	house	3	1.0	3.0	448.0	96.0	1925.0
23 Fontein St	house	2	1.0	2.0	462.0	101.0	1960.0
2a Hope St	house	2	1.0	1.0	308.0		
135 Suffolk St	house	3	1.0	1.0	405.0		
5/16 Warleigh Rd	flat	1	1.0	1.0	0.0	50.0	1965.0
9/24 Dongola Rd	house	3	2.0	3.0	446.0		2006.0
35 Exhibition St	house	2	1.0	1.0	259.0		
50 Hex St	house	2	1.0	1.0	267.0	95.0	1940.0
77 Suffolk St	house	2	1.0	2.0	161.0	700.0	1977.0
107 Alma St	house	3	1.0	4.0	1000.0	85.0	1930.0
51 Roberts St	house	2	1.0	2.0	626.0		
10 Rupert St	house	3	2.0	2.0	520.0		
6/16 Warleigh Rd	flat	1	1.0	1.0	628.0	44.0	1970.0
44 Clive St	house	3	1.0	2.0	536.0	113.0	1925.0
31 Napoleon St	house	3	1.0	2.0	501.0	147.0	1960.0
20 Richelieu St	house	3	1.0	2.0	352.0	102.0	1950.0
55 Elphinstone St	house	3	1.0	3.0	372.0	96.0	1920.0
10/745 Barkly St	flat	2	1.0	1.0	0.0		
5/14 Busch St	house	2	1.0	1.0	0.0	90.0	1980.0
5 Gwelo St	house	3	2.0	3.0	466.0		1940.0
372 Somerville Rd	house	4	2.0	1.0	665.0		1960.0
5/652 Barkly St	flat	2	1.0	1.0	0.0		1975.0
18 Molesworth Ct	house	3	1.0	1.0	321.0		
4/17 Beaumont Pde	flat	2	1.0	1.0	781.0	82.0	2013.0
116 Essex St	house	3	2.0	2.0	335.0		
32 Richelieu St	house	5	2.0	2.0	352.0		
121 Suffolk St	house	3	1.0	1.0	397.0	127.0	1960.0
7 Dalworth St	house	2	1.0	2.0	672.0	111.0	1958.0
14 Delmont St	house	3	2.0	3.0	628.0	140.0	1960.0
12 Wyalong St	house	2	1.0	0.0	697.0	94.0	1970.0
29 Norwood St	house	3	2.0	2.0	605.0	102.0	1965.0
25 Sydney St	house	4	1.0	2.0	837.0	156.0	1930.0
60 Sydney St	house	3	1.0	1.0	706.0		
3/14 Ridley St	townhouse	2	1.0	1.0	74.0		1970.0
27 Burnewang St	house	2	1.0	2.0	697.0		1950.0
5 Perth Av	house	4					
13 Maylands St	house	3	1.0	1.0	697.0		
12 Coolamon St	house	2	1.0	1.0	534.0	90.0	1950.0
70 Forrest St	house	3	1.0	1.0	697.0	110.0	1928.0
10/117 Anderson Rd	flat	1	1.0	1.0	2347.0	43.0	1975.0
25 Brisbane St	flat	2	1.0	1.0	199.0		
16/20 Talmage St	townhouse	2	1.0	1.0	0.0	78.0	1970.0
53 Adelaide St	house	4	1.0	1.0	697.0		
2/32 Forrest St	flat	3	2.0	7.0	420.0	150.0	1970.0
20 Hutchinson St	house	3	1.0	0.0	695.0		
16 Selwyn St	house	3	1.0	3.0	743.0		1970.0
20 Westgate Av	house	3					
28 Selwyn St	house	2	1.0	1.0	497.0		
13 Gunnedah St	house	3	1.0	2.0	534.0		
48 Sydney St	house	3	1.0	0.0	697.0	153.0	1920.0
8/6 Ridley St	flat	1	1.0	1.0	36.0		
3 Barclay St	house	2	1.0	2.0	463.0	85.0	
5/25 Ridley St	flat	2	1.0	1.0	0.0		
4 Viola Av	house	3					
3/53 Stenhouse Av	townhouse	3					
26 Nolan Av	house	2					
3/51 Stenhouse Av	flat	3					
9 Corrigan Av	house	3					
5/10 Heather Av	flat	2					
3/673 Geelong Rd	townhouse	3	1.0	1.0	131.0		
14/10 Heather Av	flat	2					
5/16 Conifer Av	townhouse	2					
2/11 Cypress Av	townhouse	2					
3/83 Cypress Av	townhouse	2					
50 Stenhouse Av	house	3					
26 Stenhouse Av	house	3					
37 Heather Av	townhouse	3					
1/8 Paw Paw Rd	house	2	1.0	2.0	191.0	87.0	2014.0
1/48 Corrigan Av	flat	3					
2/83 Cypress Av	townhouse	2					
2/641 Geelong Rd	flat	2					
11 Houston Ct	house	3	1.0	2.0	715.0		
3/28 Millers Rd	townhouse	2	1.0	1.0	93.0	98.0	2006.0
17 Royal Av	house	5					
7/15 Manchester Gr	flat	2	2.0	1.0	0.0		
122/115 Neerim Rd	flat	2					
4/12 Park Av	flat	3					
9/133 Grange Rd	flat	1					
83 Grange Rd	house	3	1.0	2.0	553.0	137.0	1930.0
4/9 MacKay Av	house	3					
8 Augusta St	house	3	2.0	1.0	295.0	176.0	1930.0
4/7 Garden Av	flat	2					
2/143 Grange Rd	flat	2	1.0	1.0	1035.0		1963.0
2/10 Rosedale Av	flat	2					
7/15 Royal Av	flat	2					
1/31 Dorothy Av	flat	2					
1/31 MacGowan Av	flat	3					
10/21 Royal Av	flat	2					
205/1177 Glen Huntly Rd	flat	1	1.0	1.0	0.0	48.0	2012.0
9/9 Park Av	flat	2					
2/6 Culma St	flat	2	1.0	1.0	0.0		1995.0
6/99 Neerim Rd	flat	2	1.0	1.0	0.0		1960.0
6/135 Grange Rd	house	2	1.0	1.0	100.0		
2/4 Hinton Rd	townhouse	2	2.0	1.0	81.0	2.0	
16/89 Neerim Rd	townhouse	2	1.0	1.0	0.0	68.0	1970.0
27 Augusta St	house	5	3.0	2.0	688.0	347.0	1910.0
201/1177 Glen Huntly Rd	flat	2	1.0	1.0	0.0		
9/115 Neerim Rd	flat	2					
22/89 Neerim Rd	townhouse	2	1.0	1.0	0.0	78.0	1970.0
1/205 Grange Rd	flat	2	1.0	1.0	1784.0	110.0	1970.0
18 Rothschild St	house	3	2.0	2.0	646.0	133.0	1925.0
128 Atherton Rd	house	2	1.0	2.0	553.0		1938.0
8/105 Atherton Rd	house	2	1.0	1.0	0.0	80.0	1960.0
2/77 Burlington St	house	3					
98 Haughton Rd	house	2	1.0	1.0	735.0		
11/79 Atherton Rd	flat	2	1.0	1.0	0.0	87.0	2004.0
94 Burlington St	house	3	1.0	1.0	670.0	118.0	1925.0
4 Leroux St	house	3	1.0	2.0	689.0		
1/8 Westminster St	flat	2	1.0	1.0	112.0	80.0	1960.0
3 Estelle St	house	3	1.0	2.0	602.0	107.0	1950.0
5/1 Parer St	house	2	1.0	1.0	211.0		1975.0
105 Atkinson St	house	3	1.0	2.0	553.0		
1173 North Rd	house	3	1.0	2.0	650.0		
2/34 Queens Av	flat	3					
1/1478 Dandenong Rd	flat	3	1.0	2.0	340.0	103.0	1930.0
1494b Dandenong Rd	townhouse	3					
53 William St	house	3	2.0	2.0	544.0	146.0	1970.0
184 Atherton Rd	flat	3	1.0	1.0	663.0	117.0	1930.0
126 Burlington St	house	2					
2/28 Devon Gr	townhouse	4	2.0	2.0	205.0	125.0	2012.0
7/105 Atherton Rd	flat	2	1.0	1.0	809.0	80.0	
56 Burlington St	house	3	1.0	2.0	643.0		
1249 North Rd	house	3	1.0	2.0	691.0	140.0	1950.0
1482 Dandenong Rd	house	3	1.0	1.0	0.0	127.0	1940.0
1/62 Golf Links Av	flat	3					
13 Hilbert Ct	house	3	1.0	2.0	548.0	115.0	1975.0
1231 North Rd	house	4	1.0	2.0	683.0		
7/6 Willgilson Ct	flat	1	1.0	1.0	1082.0	74.0	1990.0
134 Atherton Rd	house	4	1.0	2.0	802.0		
44 Henry St	house	4	2.0	1.0	540.0	207.0	1965.0
3/21 John St	house	2	1.0	1.0	156.0		
53 Queens Av	house	4					
1472 Dandenong Rd	house	2	2.0	2.0	607.0	138.0	1950.0
46 John St	house	4	3.0	2.0	540.0		
4/28 Devon Gr	townhouse	4	2.0	2.0	208.0	138.0	2012.0
197 Huntingdale Rd	house	3	1.0	2.0	543.0	139.0	1940.0
1/12 Parer St	townhouse	4	2.0	2.0	305.0	185.0	2009.0
1/233 Huntingdale Rd	flat	3	1.0	2.0	119.0		1970.0
1/157 Atherton Rd	flat	3	2.0	2.0	279.0	95.0	1930.0
49 Burlington St	house	3	2.0	2.0	424.0	111.0	1940.0
62 Eastgate St	house	4	1.0	2.0	604.0	183.0	1965.0
24 Mora Av	house	3					
9 Winifred St	house	3	1.0	1.0	685.0		
2/34 Golf Links Av	townhouse	4					
36 Hatter St	house	3	1.0	2.0	528.0	112.0	1930.0
2/13 Heath Av	townhouse	3					
1474 Dandenong Rd	house	4	2.0	1.0	728.0		
5 Grant St	house	5	3.0	2.0	695.0	305.0	2015.0
2/1 York Av	flat	2					
9/126 Atherton Rd	flat	3	1.0	1.0	112.0		
3/110 Brighton Rd	flat	2	1.0	1.0	490.0	67.0	1930.0
2/120 Brighton Rd	flat	2	1.0	1.0	722.0		1970.0
4/16 Hotham Gr	flat	2	1.0	0.0	477.0		
3/211 Hotham St	flat	2					
7/1 Hotham Gr	flat	1	1.0	1.0	486.0		
9 Erindale Av	house	2					
8/10 Maryville St	flat	2	1.0	0.0	785.0		1964.0
23 Maryville St	house	4	2.0	3.0	485.0		
13/209 Hotham St	flat	2	1.0	1.0	0.0	74.0	1971.0
72 Cubitt St	house	2	1.0	2.0	176.0	114.0	1920.0
5 Gough Pl	house	2	1.0	1.0	115.0		
301/163 Cremorne St	flat	1	1.0	1.0	0.0	52.0	2007.0
13 Gough Pl	house	2	1.0	0.0	110.0		1900.0
443 Punt Rd	house	3	2.0	2.0	324.0	165.0	1880.0
34 Green St	house	2	1.0	0.0	146.0		
7/18 Kelso St	flat	2	1.0	1.0	0.0		1980.0
183 Cubitt St	house	2	1.0	0.0	138.0		
204/8 Balmain St	flat	1	1.0	1.0	0.0		2007.0
18 Chapel St	house	2	1.0	1.0	131.0	80.0	1890.0
14 Dover St	house	2	1.0	1.0	125.0	68.0	1900.0
313/163 Cremorne St	flat	1	1.0	1.0	0.0		
4/201 Dover St	house	2					
56 Wellington St	house	3	2.0	2.0	263.0	166.0	2016.0
607/140 Swan St	flat	2	1.0	1.0	0.0	75.0	2015.0
84 Chestnut St	house	2	1.0	0.0	128.0		
54 Balmain St	house	2	1.0	1.0	144.0		
308/163 Cremorne St	flat	2	1.0	1.0	0.0		2007.0
175 Dover St	townhouse	2	1.0	1.0	151.0	151.0	1998.0
28 Kelso St	house	3	2.0	1.0	0.0		
66 Green St	house	3	1.0	1.0	326.0	100.0	1890.0
106 Cremorne St	house	3	2.0	1.0	104.0	120.0	2008.0
6/145 Cubitt St	townhouse	3					
12 Melrose St	house	3	2.0	2.0	138.0	108.0	2001.0
8/98 Dover St	house	2	1.0	2.0	56.0	106.0	1997.0
1905/1 Point Park Cr	flat	3					
8 Foundry Wy	townhouse	4					
2305/241 Harbour Esp	flat	1	1.0	1.0	0.0		
2007/2 Newquay Prm	flat	3					
202/440 Docklands Dr	townhouse	4	2.0	2.0	0.0		
1508/50 Lorimer St	flat	2	2.0	2.0	0.0	128.0	
702/8 Waterview Wk	flat	2					
42 Watt St	house	4	1.0	3.0	669.0	143.0	1950.0
1/39 New St	townhouse	2	2.0	1.0	151.0	102.0	2011.0
70 Stephenson St	house	4	4.0	1.0	669.0	92.0	1950.0
69 Watt St	house	3	1.0	5.0	669.0	124.0	1950.0
36 Saltley St	house	2	1.0	2.0	360.0		
55 Vernon St	townhouse	3	2.0	2.0	225.0	192.0	2015.0
7 Aloha St	townhouse	3					
58 Kernot St	townhouse	4	3.0	1.0	662.0	265.0	2016.0
88 Blackshaws Rd	house	3	2.0	2.0	738.0		
40 Greene St	house	3	2.0	3.0	669.0		
55 Saltley St	house	3	1.0	1.0	224.0		
57 Saltley St	house	3	2.0	2.0	332.0	27.0	
2/77 Vernon St	house	2	1.0	2.0	462.0		1970.0
1/11 New St	flat	3	1.0	2.0	144.0	92.0	1980.0
2/3 New St	house	2	1.0	1.0	78.0	130.0	1980.0
5 Aloha St	townhouse	3					
40 Kernot St	house	4	2.0	1.0	339.0	187.0	2000.0
1/72 Paxton St	flat	2	1.0	1.0	126.0	83.0	1975.0
41 Saltley St	townhouse	3	2.0	2.0	337.0		
2/108 Blackshaws Rd	flat	2	1.0	1.0	78.0	62.0	1960.0
56b Vernon St	townhouse	2	1.0	1.0	228.0	100.0	2000.0
1/408 Mascoma St	house	3					
4 Boeing Rd	house	4	2.0	2.0	697.0	277.0	2012.0
12 Boeing Rd	house	4	3.0	2.0	528.0	192.0	1966.0
22 Caravelle Cr	house	4					
9 Glenscott Cr	house	4					
347 Mascoma St	house	4	2.0	4.0	556.0		
5 Lockheed St	house	4	3.0	2.0	541.0		
14 Elysee Ct	house	4	2.0	2.0	539.0		
2303/18 Mt Alexander Rd	flat	2	1.0	1.0	16000.0		2012.0
1101/18 Mt Alexander Rd	flat	2	1.0	1.0	0.0		2012.0
2/9 Buckland St	flat	2	1.0	1.0	0.0		1960.0
61 Mooltan St	house	3	2.0	1.0	337.0	153.0	1930.0
110 Baroda St	house	4	2.0	1.0	621.0	192.0	1900.0
47 Mooltan St	house	2	1.0	1.0	321.0		
53 Mangalore St	house	4	3.0	2.0	650.0	242.0	1925.0
316/66 Mt Alexander Rd	flat	2	2.0	1.0	0.0	76.0	2007.0
65 Delhi Ct	house	4	1.0	1.0	584.0	137.0	1950.0
145/38 Mt Alexander Rd	flat	2	1.0	1.0	0.0	51.0	2012.0
5 Grange Rd	house	3	1.0	2.0	875.0		
10 Lloyds Av	house	2					
9 Lord St	house	2	1.0	2.0	0.0		
75 Grange Rd	house	5	2.0	1.0	521.0	208.0	1915.0
11 Leamington Cr	house	3					
36 Derby Cr	house	2					
20 Lloyds Av	house	4					
29 Derby Cr	house	3					
17 Clifton St	house	2	1.0	1.0	472.0		1960.0
8/5 Derby Cr	flat	2					
41 Simmons Dr	house	3	2.0	2.0	537.0		
1 Seaholme Av	house	5					
13 Sussex St	house	5	3.0	6.0	705.0	313.0	2005.0
42a Sussex St	townhouse	4					
5 Parkside Cr	house	3					
10 Wattle Gr	house	5	3.0	4.0	697.0		2005.0
31 Swan St	house	3	1.0	1.0	696.0	132.0	1975.0
5/8 Swan St	townhouse	2	1.0	1.0	161.0	100.0	2010.0
10 Lachlan Ct	house	3					
60 Erebus St	house	4	2.0	1.0	697.0		
2/90 Victory St	flat	3	1.0	1.0	255.0	132.0	1991.0
10 Sell St	house	3					
50 Collinson St	house	4	2.0	7.0	754.0		
47 Victory St	house	3	1.0	1.0	695.0	141.0	1970.0
44 Erebus St	townhouse	4	3.0	1.0	308.0	174.0	1970.0
29 Russelton St	house	2					
1 Latrose St	house	3					
2a Flinders St	house	3	2.0	2.0	260.0		
2/125 Fosters Rd	flat	3	1.0	1.0	166.0	136.0	1999.0
3/550 Fullarton Rd	townhouse	4	2.0	1.0	231.0	146.0	2013.0
35 Spence St	house	3	2.0	2.0	554.0	129.0	1980.0
66A Gardenvale Rd	house	3	2.0	2.0	236.0	193.0	2004.0
2/32 Gardenia Rd	flat	2	1.0	1.0	0.0	65.0	1970.0
7/32 Gardenia Rd	flat	2	1.0	1.0	0.0	75.0	
1/18 Magnolia Rd	flat	2	1.0	1.0	0.0	75.0	1960.0
6/37 Lantana Rd	flat	1					
25 Magnolia Rd	house	4	3.0	3.0	474.0	230.0	2010.0
206 Richardson St	house	2					
313 Pigdon St	house	3	2.0	0.0	360.0	211.0	1916.0
76 Arnold St	house	3	1.0	2.0	341.0		
77 McIlwraith St	house	4	2.0	1.0	256.0	156.0	1890.0
112 Paterson St	house	2	1.0	1.0	134.0		
32 Fawkner St	house	4	2.0	2.0	273.0		
12 Beaver St	house	3	2.0	2.0	424.0	248.0	2010.0
40b Clifton St	townhouse	3					
2/65 Clifton St	house	3	3.0	2.0	240.0	240.0	2013.0
3/4 Combermere St	house	2	1.0	1.0	70.0	72.3	1980.0
32 Beatrice Av	house	3					
